fromNode	toNode	weight	direction	fromAltName	toAltName
1553185_at	NUP58	0.101108323468159	undirected	NA	NA
1553185_at	MALAT1	0.208053660623115	undirected	NA	NA
1553185_at	MALAT1	0.225702530659257	undirected	NA	NA
1553185_at	C5orf24	0.073648476918478	undirected	NA	NA
1553185_at	MPHOSPH8	0.107919500132308	undirected	NA	NA
1553185_at	EBLN3P	0.104271480434654	undirected	NA	NA
1553185_at	MALAT1	0.0471461740896401	undirected	NA	NA
1553185_at	NEAT1	0.0297991257104371	undirected	NA	NA
1553185_at	RBM39	0.0562942746850476	undirected	NA	NA
1553185_at	TALAM1	0.124705054886736	undirected	NA	NA
1553185_at	YTHDC1	0.0496558694896051	undirected	NA	NA
1553185_at	GNAS	0.164317620475067	undirected	NA	NA
1553185_at	CCDC186	0.0534015402236151	undirected	NA	NA
1553185_at	CHD9	0.191164799168298	undirected	NA	NA
1553185_at	QSER1	0.225632506160623	undirected	NA	NA
1553185_at	230014_at	0.0476149504639591	undirected	NA	NA
1553185_at	ENTR1	0.149548566596249	undirected	NA	NA
1553185_at	DDX17	0.228730971522001	undirected	NA	NA
1553185_at	230256_at	0.138832062737559	undirected	NA	NA
1553185_at	SPG7	0.0470596612978515	undirected	NA	NA
1553185_at	TALAM1	0.0517049850771874	undirected	NA	NA
1553185_at	B2M	0.0646693831843015	undirected	NA	NA
1553185_at	232569_at	0.134226277017293	undirected	NA	NA
1553185_at	MS4A6A	0.0231474668222896	undirected	NA	NA
1553185_at	233884_at	0.08748918993955	undirected	NA	NA
1553185_at	234151_at	0.0723394296810274	undirected	NA	NA
1553185_at	ANKRD11	0.212173194265841	undirected	NA	NA
1553185_at	BOD1L1	0.256081267658256	undirected	NA	NA
1553185_at	CHD9	0.208749855568207	undirected	NA	NA
1553185_at	SGO2	0.116459530867088	undirected	NA	NA
1553185_at	SAMD9L	0.0271026398857561	undirected	NA	NA
1553185_at	236000_s_at	0.0591667666388753	undirected	NA	NA
1553185_at	VPS13B	0.150386546757467	undirected	NA	NA
1553185_at	236462_at	0.166558544766675	undirected	NA	NA
1553185_at	NAMPT	0.0421647195426705	undirected	NA	NA
1553185_at	RIF1	0.248768751855684	undirected	NA	NA
1553185_at	WASH9P	0.0452559458272076	undirected	NA	NA
1553185_at	PABPC1	0.0258645849105862	undirected	NA	NA
1553185_at	PCNP	0.0964428210376999	undirected	NA	NA
1553185_at	237813_at	0.112837417298703	undirected	NA	NA
1553185_at	PLEKHA2	0.0355595520428411	undirected	NA	NA
1553185_at	SLFN5	0.116861119981317	undirected	NA	NA
1553185_at	GPR155	0.0730406462318069	undirected	NA	NA
1553185_at	239571_at	0.19747712779271	undirected	NA	NA
1553185_at	239655_at	0.210140325593782	undirected	NA	NA
1553185_at	239759_at	0.0234282987731617	undirected	NA	NA
1553185_at	239851_at	0.0468737089080699	undirected	NA	NA
1553185_at	240105_at	0.0741913864429417	undirected	NA	NA
1553185_at	240960_at	0.10402109314295	undirected	NA	NA
1553185_at	SLC8A1	0.038129902085138	undirected	NA	NA
1553185_at	241849_at	0.0332347370202835	undirected	NA	NA
1553185_at	242024_at	0.264833449516619	undirected	NA	NA
1553185_at	ZNF567	0.0470041185285046	undirected	NA	NA
1553185_at	SYNE2	0.0704637897411394	undirected	NA	NA
1553185_at	CNTRL	0.226836521379956	undirected	NA	NA
1553185_at	GNAS	0.194705782635124	undirected	NA	NA
1553185_at	243054_at	0.119751370584846	undirected	NA	NA
1553185_at	243182_at	0.0972414555844748	undirected	NA	NA
1553185_at	244357_at	0.140535760853767	undirected	NA	NA
1553186_x_at	HYCC2	0.0719249588731427	undirected	NA	NA
1553186_x_at	1556416_s_at	0.213540619845823	undirected	NA	NA
1553186_x_at	1557852_at	0.0496918887987539	undirected	NA	NA
1553186_x_at	1558002_at	0.125887970965442	undirected	NA	NA
1553186_x_at	1558702_at	0.128100383936243	undirected	NA	NA
1553186_x_at	1558739_at	0.0554601465512491	undirected	NA	NA
1553186_x_at	1558740_s_at	0.138517545513074	undirected	NA	NA
1553186_x_at	SMCHD1	0.213801785061627	undirected	NA	NA
1553186_x_at	LINC02603	0.0965910187577706	undirected	NA	NA
1553186_x_at	1562255_at	0.0245410867675807	undirected	NA	NA
1553186_x_at	MLLT10	0.205145980438605	undirected	NA	NA
1553186_x_at	1564378_a_at	0.0533197460109151	undirected	NA	NA
1553186_x_at	CEP295	0.115388637335092	undirected	NA	NA
1553186_x_at	1569599_at	0.10745977200564	undirected	NA	NA
1553186_x_at	TBL1X	0.154911740131372	undirected	NA	NA
1553186_x_at	SPEN	0.102998441188824	undirected	NA	NA
1553186_x_at	TRAK2	0.0388079475006518	undirected	NA	NA
1553186_x_at	USP1	0.171321538914672	undirected	NA	NA
1553186_x_at	TMED2	0.0306556697738647	undirected	NA	NA
1553186_x_at	F5	0.0817114515613123	undirected	NA	NA
1553186_x_at	GABPB1-IT1	0.0505895874633255	undirected	NA	NA
1553186_x_at	IL7	0.0351387246040833	undirected	NA	NA
1553186_x_at	CD3G	0.0479731801516491	undirected	NA	NA
1553186_x_at	HIPK3	0.0429927729905002	undirected	NA	NA
1553186_x_at	APLP2	0.0252539933708222	undirected	NA	NA
1553186_x_at	SRRM2	0.240583305151624	undirected	NA	NA
1553186_x_at	APLP2	0.0202851325576403	undirected	NA	NA
1553186_x_at	ATRX	0.236710218792718	undirected	NA	NA
1553186_x_at	TOP1	0.109952421968169	undirected	NA	NA
1553186_x_at	PPIG	0.189312831794681	undirected	NA	NA
1553186_x_at	UBN1	0.154338429743778	undirected	NA	NA
1553186_x_at	KLHDC10	0.150506039578828	undirected	NA	NA
1553186_x_at	SMC3	0.0604827444877877	undirected	NA	NA
1553186_x_at	SMC3	0.0587421875232243	undirected	NA	NA
1553186_x_at	SCAF11	0.168754889678509	undirected	NA	NA
1553186_x_at	HIPK3	0.0659710850683606	undirected	NA	NA
1553186_x_at	SF1	0.0463470157012887	undirected	NA	NA
1553186_x_at	RORA	0.0326130696334362	undirected	NA	NA
1553186_x_at	ATRX	0.158797855846612	undirected	NA	NA
1553186_x_at	RBM25	0.235489843844098	undirected	NA	NA
1553186_x_at	PNISR	0.190139534464393	undirected	NA	NA
1553186_x_at	TCF4	0.0376831213911423	undirected	NA	NA
1553186_x_at	DDX39B	0.159754163450699	undirected	NA	NA
1553186_x_at	WASHC4	0.171200127814648	undirected	NA	NA
1553186_x_at	SCAF11	0.210749134479051	undirected	NA	NA
1553186_x_at	KRAS	0.191005354149729	undirected	NA	NA
1553186_x_at	WASHC4	0.089040254900698	undirected	NA	NA
1553186_x_at	216550_x_at	0.0917677230273113	undirected	NA	NA
1553186_x_at	216563_at	0.055158588752247	undirected	NA	NA
1553186_x_at	ESF1	0.207902374513397	undirected	NA	NA
1553186_x_at	NAA15	0.145726535150976	undirected	NA	NA
1553186_x_at	ANKRD11	0.169033103698263	undirected	NA	NA
1553186_x_at	KLF13	0.144701557005267	undirected	NA	NA
1553186_x_at	CSPP1	0.194005084218053	undirected	NA	NA
1553186_x_at	CEP290	0.0881967508501588	undirected	NA	NA
1553186_x_at	THRAP3	0.189516974004585	undirected	NA	NA
1553186_x_at	TBL1XR1	0.226819880087451	undirected	NA	NA
1553186_x_at	ASH1L	0.0587881564372763	undirected	NA	NA
1553186_x_at	NFKBIZ	0.179675391472717	undirected	NA	NA
1553186_x_at	TALAM1	0.18599069303844	undirected	NA	NA
1553186_x_at	MALAT1	0.209736824131177	undirected	NA	NA
1553186_x_at	NUP58	0.101282365458562	undirected	NA	NA
1553186_x_at	MALAT1	0.200398925586746	undirected	NA	NA
1553186_x_at	MALAT1	0.221714525413551	undirected	NA	NA
1553186_x_at	C5orf24	0.0740385829535092	undirected	NA	NA
1553186_x_at	MPHOSPH8	0.105862774630253	undirected	NA	NA
1553186_x_at	EBLN3P	0.103263667647488	undirected	NA	NA
1553186_x_at	MALAT1	0.0455676535271799	undirected	NA	NA
1553186_x_at	NEAT1	0.0281416656639665	undirected	NA	NA
1553186_x_at	RBM39	0.04865659023869	undirected	NA	NA
1553186_x_at	TALAM1	0.122841528597487	undirected	NA	NA
1553186_x_at	YTHDC1	0.0490545741496798	undirected	NA	NA
1553186_x_at	GNAS	0.156197752686079	undirected	NA	NA
1553186_x_at	CCDC186	0.0505118953161226	undirected	NA	NA
1553186_x_at	CHD9	0.17887093982278	undirected	NA	NA
1553186_x_at	QSER1	0.212629758666402	undirected	NA	NA
1553186_x_at	230014_at	0.0383722033172903	undirected	NA	NA
1553186_x_at	ENTR1	0.14441755380957	undirected	NA	NA
1553186_x_at	DDX17	0.215733842473729	undirected	NA	NA
1553186_x_at	230256_at	0.135641357048477	undirected	NA	NA
1553186_x_at	SPG7	0.0446597533745996	undirected	NA	NA
1553186_x_at	TALAM1	0.0475993216883025	undirected	NA	NA
1553186_x_at	B2M	0.0601754199077943	undirected	NA	NA
1553186_x_at	232569_at	0.133605004813058	undirected	NA	NA
1553186_x_at	MS4A6A	0.0212530672436136	undirected	NA	NA
1553186_x_at	233884_at	0.0841709851403178	undirected	NA	NA
1553186_x_at	234151_at	0.0677088196924367	undirected	NA	NA
1553186_x_at	ANKRD11	0.209465112166681	undirected	NA	NA
1553186_x_at	BOD1L1	0.247521856647454	undirected	NA	NA
1553186_x_at	CHD9	0.203198781960674	undirected	NA	NA
1553186_x_at	SGO2	0.112737921517286	undirected	NA	NA
1553186_x_at	SAMD9L	0.0239489729112139	undirected	NA	NA
1553186_x_at	236000_s_at	0.0568126672967782	undirected	NA	NA
1553186_x_at	VPS13B	0.143800749494939	undirected	NA	NA
1553186_x_at	236462_at	0.166300673635254	undirected	NA	NA
1553186_x_at	NAMPT	0.035566014799989	undirected	NA	NA
1553186_x_at	RIF1	0.237921970843075	undirected	NA	NA
1553186_x_at	WASH9P	0.0432773180438029	undirected	NA	NA
1553186_x_at	PABPC1	0.0227446210566612	undirected	NA	NA
1553186_x_at	PCNP	0.0946669205409126	undirected	NA	NA
1553186_x_at	237813_at	0.104263438909123	undirected	NA	NA
1553186_x_at	PLEKHA2	0.0324779486240382	undirected	NA	NA
1553186_x_at	SLFN5	0.116225501535915	undirected	NA	NA
1553186_x_at	GPR155	0.0765798377292373	undirected	NA	NA
1553186_x_at	239571_at	0.186694174352205	undirected	NA	NA
1553186_x_at	239655_at	0.209547985553591	undirected	NA	NA
1553186_x_at	239759_at	0.021922710164034	undirected	NA	NA
1553186_x_at	239851_at	0.0408001422336354	undirected	NA	NA
1553186_x_at	240105_at	0.066752729562827	undirected	NA	NA
1553186_x_at	240960_at	0.109386501515429	undirected	NA	NA
1553186_x_at	SLC8A1	0.0386577333122251	undirected	NA	NA
1553186_x_at	241849_at	0.0287324465920631	undirected	NA	NA
1553186_x_at	242024_at	0.26162333022212	undirected	NA	NA
1553186_x_at	ZNF567	0.0466114200939253	undirected	NA	NA
1553186_x_at	SYNE2	0.0698770293182112	undirected	NA	NA
1553186_x_at	CNTRL	0.222517436112109	undirected	NA	NA
1553186_x_at	GNAS	0.192223325639533	undirected	NA	NA
1553186_x_at	243054_at	0.12569244142419	undirected	NA	NA
1553186_x_at	243182_at	0.101187988684711	undirected	NA	NA
1553186_x_at	244357_at	0.131474715143155	undirected	NA	NA
HYCC2	1556416_s_at	0.249857346445944	undirected	NA	NA
HYCC2	1557852_at	0.0819201606685887	undirected	NA	NA
HYCC2	1558002_at	0.156964869780041	undirected	NA	NA
HYCC2	1558702_at	0.147306806073393	undirected	NA	NA
HYCC2	1558739_at	0.0720173381286608	undirected	NA	NA
HYCC2	1558740_s_at	0.134389289149358	undirected	NA	NA
HYCC2	SMCHD1	0.289682360599431	undirected	NA	NA
HYCC2	LINC02603	0.131434814344106	undirected	NA	NA
HYCC2	1562255_at	0.027239602041492	undirected	NA	NA
HYCC2	MLLT10	0.284191234880651	undirected	NA	NA
HYCC2	1564378_a_at	0.0523908667058768	undirected	NA	NA
HYCC2	CEP295	0.131572604013323	undirected	NA	NA
HYCC2	1569599_at	0.149200137474202	undirected	NA	NA
HYCC2	TBL1X	0.183482850905127	undirected	NA	NA
HYCC2	SPEN	0.0654170448080611	undirected	NA	NA
HYCC2	TRAK2	0.04934289454168	undirected	NA	NA
HYCC2	USP1	0.295081542000926	undirected	NA	NA
HYCC2	TMED2	0.0492524764036055	undirected	NA	NA
HYCC2	F5	0.0722711906925948	undirected	NA	NA
HYCC2	GABPB1-IT1	0.0845108395321424	undirected	NA	NA
HYCC2	IL7	0.0955902821888412	undirected	NA	NA
HYCC2	CD3G	0.100188796353135	undirected	NA	NA
HYCC2	HIPK3	0.0621451997939101	undirected	NA	NA
HYCC2	APLP2	0.0760571603642906	undirected	NA	NA
HYCC2	SRRM2	0.229022904409389	undirected	NA	NA
HYCC2	APLP2	0.0660362562815718	undirected	NA	NA
HYCC2	ATRX	0.220963401176979	undirected	NA	NA
HYCC2	TOP1	0.185905803734546	undirected	NA	NA
HYCC2	PPIG	0.182523343962788	undirected	NA	NA
HYCC2	UBN1	0.161865834351129	undirected	NA	NA
HYCC2	KLHDC10	0.209596188844887	undirected	NA	NA
HYCC2	SMC3	0.152079755735142	undirected	NA	NA
HYCC2	SMC3	0.141284242781147	undirected	NA	NA
HYCC2	SCAF11	0.215967893275996	undirected	NA	NA
HYCC2	HIPK3	0.0731385568794063	undirected	NA	NA
HYCC2	SF1	0.0501170211893982	undirected	NA	NA
HYCC2	RORA	0.0658899426399475	undirected	NA	NA
HYCC2	ATRX	0.189281984946881	undirected	NA	NA
HYCC2	RBM25	0.264092925533169	undirected	NA	NA
HYCC2	PNISR	0.149876935422381	undirected	NA	NA
HYCC2	TCF4	0.0732208143447019	undirected	NA	NA
HYCC2	DDX39B	0.197689898325676	undirected	NA	NA
HYCC2	WASHC4	0.251341069940528	undirected	NA	NA
HYCC2	SCAF11	0.268531521136821	undirected	NA	NA
HYCC2	214052_x_at	0.0272243384159796	undirected	NA	NA
HYCC2	KRAS	0.203163706440977	undirected	NA	NA
HYCC2	WASHC4	0.170951146412538	undirected	NA	NA
HYCC2	216550_x_at	0.0645044741716022	undirected	NA	NA
HYCC2	216563_at	0.0777299033773246	undirected	NA	NA
HYCC2	ESF1	0.267557800724973	undirected	NA	NA
HYCC2	NAA15	0.131622052859053	undirected	NA	NA
HYCC2	ANKRD11	0.144792302130172	undirected	NA	NA
HYCC2	KLF13	0.181832051024717	undirected	NA	NA
HYCC2	CSPP1	0.222837897796794	undirected	NA	NA
HYCC2	CEP290	0.102923044861431	undirected	NA	NA
HYCC2	THRAP3	0.25482264157161	undirected	NA	NA
HYCC2	TBL1XR1	0.262947135266603	undirected	NA	NA
HYCC2	ASH1L	0.106390908438892	undirected	NA	NA
HYCC2	NFKBIZ	0.179206737529288	undirected	NA	NA
HYCC2	TALAM1	0.267159324505165	undirected	NA	NA
HYCC2	MALAT1	0.323420112927869	undirected	NA	NA
HYCC2	NUP58	0.18517609009192	undirected	NA	NA
HYCC2	MALAT1	0.232342405548705	undirected	NA	NA
HYCC2	MALAT1	0.323323621906785	undirected	NA	NA
HYCC2	C5orf24	0.129508174137605	undirected	NA	NA
HYCC2	MPHOSPH8	0.069149933849495	undirected	NA	NA
HYCC2	NEAT1	0.0225009200061456	undirected	NA	NA
HYCC2	EBLN3P	0.122922130896153	undirected	NA	NA
HYCC2	MALAT1	0.101536009933843	undirected	NA	NA
HYCC2	NEAT1	0.0435186379718921	undirected	NA	NA
HYCC2	RBM39	0.0502292511047849	undirected	NA	NA
HYCC2	TALAM1	0.176788638270283	undirected	NA	NA
HYCC2	YTHDC1	0.123096779294883	undirected	NA	NA
HYCC2	GNAS	0.223719009745941	undirected	NA	NA
HYCC2	CCDC186	0.116580792552535	undirected	NA	NA
HYCC2	CHD9	0.193447025840173	undirected	NA	NA
HYCC2	QSER1	0.209368161476678	undirected	NA	NA
HYCC2	230014_at	0.0331802190854756	undirected	NA	NA
HYCC2	ENTR1	0.141779336377824	undirected	NA	NA
HYCC2	DDX17	0.198270957207431	undirected	NA	NA
HYCC2	230256_at	0.160228338303389	undirected	NA	NA
HYCC2	SPG7	0.0642278122446542	undirected	NA	NA
HYCC2	TALAM1	0.0635442789380832	undirected	NA	NA
HYCC2	B2M	0.063412095925209	undirected	NA	NA
HYCC2	232569_at	0.122194530414407	undirected	NA	NA
HYCC2	MS4A6A	0.037337606090985	undirected	NA	NA
HYCC2	233884_at	0.0753056844526804	undirected	NA	NA
HYCC2	234151_at	0.0485856578048892	undirected	NA	NA
HYCC2	ANKRD11	0.257112843239636	undirected	NA	NA
HYCC2	BOD1L1	0.306774053305748	undirected	NA	NA
HYCC2	CHD9	0.257479494455392	undirected	NA	NA
HYCC2	SGO2	0.15688281311217	undirected	NA	NA
HYCC2	SAMD9L	0.0527838883478715	undirected	NA	NA
HYCC2	236000_s_at	0.0712378568137457	undirected	NA	NA
HYCC2	VPS13B	0.119705469335751	undirected	NA	NA
HYCC2	236439_at	0.0229745110894969	undirected	NA	NA
HYCC2	236462_at	0.178812472984435	undirected	NA	NA
HYCC2	NAMPT	0.0515545283965653	undirected	NA	NA
HYCC2	RIF1	0.236209404514388	undirected	NA	NA
HYCC2	WASH9P	0.0573390314839361	undirected	NA	NA
HYCC2	PABPC1	0.0323247581876093	undirected	NA	NA
HYCC2	PCNP	0.0903125374525956	undirected	NA	NA
HYCC2	237813_at	0.14078721244671	undirected	NA	NA
HYCC2	PLEKHA2	0.0793562103744864	undirected	NA	NA
HYCC2	238156_at	0.0295618981776049	undirected	NA	NA
HYCC2	NEAT1	0.0423504063996877	undirected	NA	NA
HYCC2	SLFN5	0.110471878140467	undirected	NA	NA
HYCC2	GPR155	0.0838086821001667	undirected	NA	NA
HYCC2	239571_at	0.207632252538368	undirected	NA	NA
HYCC2	239655_at	0.174225687962034	undirected	NA	NA
HYCC2	239759_at	0.0514979794143762	undirected	NA	NA
HYCC2	239851_at	0.0528009263484983	undirected	NA	NA
HYCC2	240105_at	0.0839043686314982	undirected	NA	NA
HYCC2	240960_at	0.0705604326889486	undirected	NA	NA
HYCC2	SLC8A1	0.0595690076340553	undirected	NA	NA
HYCC2	241849_at	0.0430966237635438	undirected	NA	NA
HYCC2	242024_at	0.338272105042315	undirected	NA	NA
HYCC2	ZNF567	0.107377193865891	undirected	NA	NA
HYCC2	FMNL2	0.0386166027962731	undirected	NA	NA
HYCC2	SYNE2	0.105246966841993	undirected	NA	NA
HYCC2	242904_x_at	0.0215330597130369	undirected	NA	NA
HYCC2	CNTRL	0.199447228815725	undirected	NA	NA
HYCC2	GNAS	0.276800794692125	undirected	NA	NA
HYCC2	243054_at	0.0811879452237728	undirected	NA	NA
HYCC2	243182_at	0.0743993962490599	undirected	NA	NA
HYCC2	244357_at	0.127309322359973	undirected	NA	NA
HYCC2	CYCS	0.0323931272643928	undirected	NA	NA
1556416_s_at	1557852_at	0.195759316086865	undirected	NA	NA
1556416_s_at	1558002_at	0.262512163685615	undirected	NA	NA
1556416_s_at	1558702_at	0.259564648553712	undirected	NA	NA
1556416_s_at	1558739_at	0.180123902593578	undirected	NA	NA
1556416_s_at	1558740_s_at	0.221917511753402	undirected	NA	NA
1556416_s_at	SMCHD1	0.316032232719212	undirected	NA	NA
1556416_s_at	LINC02603	0.251724171391279	undirected	NA	NA
1556416_s_at	1562255_at	0.0541826472693039	undirected	NA	NA
1556416_s_at	MLLT10	0.28331873497872	undirected	NA	NA
1556416_s_at	1564378_a_at	0.160530871020334	undirected	NA	NA
1556416_s_at	CEP295	0.240599771385619	undirected	NA	NA
1556416_s_at	1569599_at	0.229559275213806	undirected	NA	NA
1556416_s_at	TBL1X	0.27188276141619	undirected	NA	NA
1556416_s_at	SPEN	0.208684480621978	undirected	NA	NA
1556416_s_at	TRAK2	0.176380842987728	undirected	NA	NA
1556416_s_at	USP1	0.266883466808238	undirected	NA	NA
1556416_s_at	TMED2	0.152329107042861	undirected	NA	NA
1556416_s_at	F5	0.224467655628905	undirected	NA	NA
1556416_s_at	GABPB1-IT1	0.180043591867149	undirected	NA	NA
1556416_s_at	IL7	0.221081959899354	undirected	NA	NA
1556416_s_at	CD3G	0.231362450648381	undirected	NA	NA
1556416_s_at	HIPK3	0.160050676359317	undirected	NA	NA
1556416_s_at	APLP2	0.127361347853638	undirected	NA	NA
1556416_s_at	SRRM2	0.277559504667827	undirected	NA	NA
1556416_s_at	APLP2	0.108469081678574	undirected	NA	NA
1556416_s_at	ATRX	0.250717211407727	undirected	NA	NA
1556416_s_at	TOP1	0.278960292784032	undirected	NA	NA
1556416_s_at	PPIG	0.257088456612444	undirected	NA	NA
1556416_s_at	UBN1	0.256223282029873	undirected	NA	NA
1556416_s_at	KLHDC10	0.281889122489872	undirected	NA	NA
1556416_s_at	SMC3	0.242655594109462	undirected	NA	NA
1556416_s_at	SMC3	0.233626217147353	undirected	NA	NA
1556416_s_at	SCAF11	0.282244414869453	undirected	NA	NA
1556416_s_at	HIPK3	0.172581398402283	undirected	NA	NA
1556416_s_at	SF1	0.175410047088097	undirected	NA	NA
1556416_s_at	RORA	0.116283786894743	undirected	NA	NA
1556416_s_at	ATRX	0.263557333099137	undirected	NA	NA
1556416_s_at	RBM25	0.296376089134734	undirected	NA	NA
1556416_s_at	PNISR	0.260060386626158	undirected	NA	NA
1556416_s_at	TCF4	0.199268161799911	undirected	NA	NA
1556416_s_at	DDX39B	0.269439331293607	undirected	NA	NA
1556416_s_at	WASHC4	0.286623650889226	undirected	NA	NA
1556416_s_at	SCAF11	0.302299184389923	undirected	NA	NA
1556416_s_at	214052_x_at	0.0772620934775372	undirected	NA	NA
1556416_s_at	KRAS	0.256283078101738	undirected	NA	NA
1556416_s_at	RPL23	0.0331379681336642	undirected	NA	NA
1556416_s_at	WASHC4	0.286903579083174	undirected	NA	NA
1556416_s_at	216550_x_at	0.195841651531034	undirected	NA	NA
1556416_s_at	216563_at	0.212381666067569	undirected	NA	NA
1556416_s_at	ESF1	0.261172749838682	undirected	NA	NA
1556416_s_at	NAA15	0.244370102250583	undirected	NA	NA
1556416_s_at	ANKRD11	0.243422451190478	undirected	NA	NA
1556416_s_at	KLF13	0.265309496553173	undirected	NA	NA
1556416_s_at	CSPP1	0.273084234542459	undirected	NA	NA
1556416_s_at	CEP290	0.24598033739071	undirected	NA	NA
1556416_s_at	THRAP3	0.285219096430633	undirected	NA	NA
1556416_s_at	TBL1XR1	0.2885120827298	undirected	NA	NA
1556416_s_at	ASH1L	0.216265720671498	undirected	NA	NA
1556416_s_at	NFKBIZ	0.256296933443933	undirected	NA	NA
1556416_s_at	TALAM1	0.275947161698044	undirected	NA	NA
1556416_s_at	MALAT1	0.299000516311993	undirected	NA	NA
1556416_s_at	NUP58	0.279074896674636	undirected	NA	NA
1556416_s_at	MALAT1	0.274547568955976	undirected	NA	NA
1556416_s_at	MALAT1	0.301344430622048	undirected	NA	NA
1556416_s_at	C5orf24	0.25082806511176	undirected	NA	NA
1556416_s_at	MPHOSPH8	0.202516996999763	undirected	NA	NA
1556416_s_at	NEAT1	0.052754766363597	undirected	NA	NA
1556416_s_at	EBLN3P	0.246197361978203	undirected	NA	NA
1556416_s_at	MALAT1	0.206380344607812	undirected	NA	NA
1556416_s_at	NEAT1	0.125795252791022	undirected	NA	NA
1556416_s_at	RBM39	0.146195295461711	undirected	NA	NA
1556416_s_at	TALAM1	0.214117858516998	undirected	NA	NA
1556416_s_at	YTHDC1	0.269077550735011	undirected	NA	NA
1556416_s_at	GNAS	0.25188177942825	undirected	NA	NA
1556416_s_at	CCDC186	0.221838410139424	undirected	NA	NA
1556416_s_at	CHD9	0.258246202063866	undirected	NA	NA
1556416_s_at	QSER1	0.268262265425843	undirected	NA	NA
1556416_s_at	230014_at	0.123510280775083	undirected	NA	NA
1556416_s_at	ENTR1	0.26657321959018	undirected	NA	NA
1556416_s_at	DDX17	0.242865747725692	undirected	NA	NA
1556416_s_at	230256_at	0.247159801176633	undirected	NA	NA
1556416_s_at	SPG7	0.159104808602407	undirected	NA	NA
1556416_s_at	TALAM1	0.218756958827983	undirected	NA	NA
